tree_case	model	nsites	branch_length	replicate	seed	simulator	branch_length_source	target_split	scenario	formula	target_found	left_taxa	right_taxa	valid_sites	skipped_sites	branch_length_used	alpha	alpha_used	satC	satVar	satSE	satZ	satP	decision	modes	eigenvalues	weights	iqtree_satZ	iqtree_satP	iqtree_decision	iqtree_bonf_decision
five_external	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	B	ml_tree_unadjusted	all_unweighted	1	4	1	100	0	0.141725836	0.05	0.05	1.2853875155360235	1.5582778971938027	0.12483100164597746	10.297021561850487	3.633836025412176e-25	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	1,1,1	7.093027823	6.560453213e-13	informative	informative
five_external	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	B	ml_tree_unadjusted	eigenvalue_weighted	1	4	1	100	0	0.141725836	0.05	0.05	1.236573880009286	1.4412892718950134	0.12005370764349652	10.300172350206237	3.5167586187991878e-25	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	0.9302433132,0.9302433132,1	7.093027823	6.560453213e-13	informative	informative
five_external	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	B	ml_tree_bonferroni	dominant	1	4	1	100	0	0.141725836	0.05	0.0125	0.5856175330775679	0.6816552983630186	0.08256241871233053	7.093027823203866	6.560453213178319e-13	informative	2	-1.020408163	1	7.093027823	6.560453213e-13	informative	informative
five_external	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	B	ml_tree_bonferroni	all_unweighted	1	4	1	100	0	0.141725836	0.05	0.0125	1.2853875155360235	1.5582778971938027	0.12483100164597746	10.297021561850487	3.633836025412176e-25	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	1,1,1	7.093027823	6.560453213e-13	informative	informative
five_external	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	B	ml_tree_bonferroni	eigenvalue_weighted	1	4	1	100	0	0.141725836	0.05	0.0125	1.236573880009286	1.4412892718950134	0.12005370764349652	10.300172350206237	3.5167586187991878e-25	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	0.9302433132,0.9302433132,1	7.093027823	6.560453213e-13	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_tree_fixed_lengths	dominant	1	8	8	100	0	0.100001	0.05	0.05	1.729554309665764	1.9685690473864055	0.14030570363981662	12.3270420574331	3.2390673865972814e-35	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.32704206	3.239067387e-35	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_tree_fixed_lengths	all_unweighted	1	8	8	100	0	0.100001	0.05	0.05	1.729554309665764	1.9685690473864055	0.14030570363981662	12.3270420574331	3.2390673865972814e-35	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.32704206	3.239067387e-35	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_tree_fixed_lengths	eigenvalue_weighted	1	8	8	100	0	0.100001	0.05	0.05	1.729554309665764	1.9685690473864055	0.14030570363981662	12.3270420574331	3.2390673865972814e-35	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.32704206	3.239067387e-35	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_topology_ml_lengths	dominant	1	8	8	100	0	0.0834676717	0.05	0.05	1.821495302173308	2.046980405852409	0.14307272297165555	12.731254877522451	1.9820810379494095e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73125488	1.982081039e-37	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_topology_ml_lengths	all_unweighted	1	8	8	100	0	0.0834676717	0.05	0.05	1.821495302173308	2.046980405852409	0.14307272297165555	12.731254877522451	1.9820810379494095e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73125488	1.982081039e-37	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_topology_ml_lengths	eigenvalue_weighted	1	8	8	100	0	0.0834676717	0.05	0.05	1.821495302173308	2.046980405852409	0.14307272297165555	12.731254877522451	1.9820810379494095e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73125488	1.982081039e-37	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_unadjusted	dominant	1	8	8	100	0	0.0835217493	0.05	0.05	1.8215167156708936	2.047053570944473	0.14307527986848298	12.731177023349247	1.9840585952242268e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73117702	1.984058595e-37	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_unadjusted	all_unweighted	1	8	8	100	0	0.0835217493	0.05	0.05	1.8215167156708936	2.047053570944473	0.14307527986848298	12.731177023349247	1.9840585952242268e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73117702	1.984058595e-37	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_unadjusted	eigenvalue_weighted	1	8	8	100	0	0.0835217493	0.05	0.05	1.8215167156708936	2.047053570944473	0.14307527986848298	12.731177023349247	1.9840585952242268e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73117702	1.984058595e-37	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_bonferroni	dominant	1	8	8	100	0	0.0835217493	0.05	0.00078125	1.8215167156708936	2.047053570944473	0.14307527986848298	12.731177023349247	1.9840585952242268e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73117702	1.984058595e-37	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_bonferroni	all_unweighted	1	8	8	100	0	0.0835217493	0.05	0.00078125	1.8215167156708936	2.047053570944473	0.14307527986848298	12.731177023349247	1.9840585952242268e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73117702	1.984058595e-37	informative	informative
sixteen_internal	JC	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_bonferroni	eigenvalue_weighted	1	8	8	100	0	0.0835217493	0.05	0.00078125	1.8215167156708936	2.047053570944473	0.14307527986848298	12.731177023349247	1.9840585952242268e-37	informative	0,1,2	-1.333333333,-1.333333333,-1.333333333	1,1,1	12.73117702	1.984058595e-37	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_tree_fixed_lengths	dominant	1	8	8	100	0	0.100001	0.05	0.05	0.7142961354651121	0.7673043140273795	0.08759590823933384	8.15444636424657	1.753915234478531e-16	informative	2	-1.020408163	1	8.154446364	1.753915234e-16	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_tree_fixed_lengths	all_unweighted	1	8	8	100	0	0.100001	0.05	0.05	1.6436228491920115	1.8361506605404445	0.13550463684097472	12.129642848465263	3.678479685704259e-34	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	1,1,1	8.154446364	1.753915234e-16	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_tree_fixed_lengths	eigenvalue_weighted	1	8	8	100	0	0.100001	0.05	0.05	1.5973970162539362	1.734267801387316	0.13169160191095391	12.129832070339992	3.6699899793073326e-34	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	0.9502587925,0.9502587925,1	8.154446364	1.753915234e-16	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_topology_ml_lengths	dominant	1	8	8	100	0	0.0795722529	0.05	0.05	0.7372460173938248	0.7989455257712063	0.08938375276140549	8.248098727313183	8.046719565377023e-17	informative	2	-1.020408163	1	8.248098727	8.046719558e-17	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_topology_ml_lengths	all_unweighted	1	8	8	100	0	0.0795722529	0.05	0.05	1.7214056154755195	1.9141583235418014	0.13835311068211664	12.442117181092238	7.717874710880934e-36	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	1,1,1	8.248098727	8.046719558e-17	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	true_topology_ml_lengths	eigenvalue_weighted	1	8	8	100	0	0.0795722529	0.05	0.05	1.6822508003956542	1.8288392913799303	0.13523458475478564	12.439501355707185	7.974824504995276e-36	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	0.9602149741,0.9602149741,1	8.248098727	8.046719558e-17	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_unadjusted	dominant	1	8	8	100	0	0.07962045	0.05	0.05	0.7373625314428709	0.7990777381670278	0.08939114822883906	8.248719767590876	8.005018685509298e-17	informative	2	-1.020408163	1	8.248719768	8.005018678e-17	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_unadjusted	all_unweighted	1	8	8	100	0	0.07962045	0.05	0.05	1.7216296750335272	1.9146425495017823	0.13837060921676186	12.442163005414978	7.713447545487194e-36	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	1,1,1	8.248719768	8.005018678e-17	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_unadjusted	eigenvalue_weighted	1	8	8	100	0	0.07962045	0.05	0.05	1.6824473409940657	1.8292457331796557	0.13524961120756154	12.43957247619802	7.96772726681971e-36	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	0.9601913624,0.9601913624,1	8.248719768	8.005018678e-17	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_bonferroni	dominant	1	8	8	100	0	0.07962045	0.05	0.00078125	0.7373625314428709	0.7990777381670278	0.08939114822883906	8.248719767590876	8.005018685509298e-17	informative	2	-1.020408163	1	8.248719768	8.005018678e-17	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_bonferroni	all_unweighted	1	8	8	100	0	0.07962045	0.05	0.00078125	1.7216296750335272	1.9146425495017823	0.13837060921676186	12.442163005414978	7.713447545487194e-36	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	1,1,1	8.248719768	8.005018678e-17	informative	informative
sixteen_internal	GTR{1,2,1,1,2,1}+F{0.30,0.20,0.20,0.30}	100	0.1	1	901101	alisim	fixed_0.1_smoke	A1,A2,A3,A4,A5,A6,A7,A8	ml_tree_bonferroni	eigenvalue_weighted	1	8	8	100	0	0.07962045	0.05	0.00078125	1.6824473409940657	1.8292457331796557	0.13524961120756154	12.43957247619802	7.96772726681971e-36	informative	0,1,2	-1.530612245,-1.530612245,-1.020408163	0.9601913624,0.9601913624,1	8.248719768	8.005018678e-17	informative	informative
