ALI_ID	TIME_STAMP	BRANCH_INDEX	BRANCH_TYPE	BL	SPLIT_SIZE
Faircloth_2013-dna_13680_orylat2_chr14_31599989_31600168	"2022-08-13 22:07:57"	23	i	0.0198134051	5
Faircloth_2013-dna_13680_orylat2_chr14_31599989_31600168	"2022-08-13 22:07:57"	24	i	0.0000023982	4
Faircloth_2013-dna_13680_orylat2_chr14_31599989_31600168	"2022-08-13 22:07:57"	25	i	0.0000010000	3
Faircloth_2013-dna_13680_orylat2_chr14_31599989_31600168	"2022-08-13 22:07:57"	26	i	0.0160071688	2
Faircloth_2013-dna_13680_orylat2_chr14_31599989_31600168	"2022-08-13 22:07:57"	27	i	0.0120504627	4
Faircloth_2013-dna_13680_orylat2_chr14_31599989_31600168	"2022-08-13 22:07:57"	28	i	0.0072058259	2
Faircloth_2013-dna_13680_orylat2_chr14_31599989_31600168	"2022-08-13 22:07:57"	29	i	0.0000010000	2
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	1	e	0.0035246667	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	2	e	0.0101809004	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	3	e	0.1601901076	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	4	e	0.0095221539	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	5	e	0.0240284104	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	6	e	0.0326543368	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	7	e	0.0000010000	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	8	e	0.0337055060	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	9	e	0.0000010000	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	10	e	0.0000010000	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	11	e	0.0887191142	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	12	e	0.0000010000	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	13	e	0.0042534773	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	14	e	0.0000010000	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	15	e	0.0042529941	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	16	e	0.0716711345	1
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	17	i	0.0060076840	3
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	18	i	0.0581465262	2
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	19	i	0.0067107923	4
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	20	i	0.0000020226	5
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	21	i	0.0040363184	6
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	22	i	0.0092112920	5
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	23	i	0.0055799657	4
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	24	i	0.0420385029	2
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	25	i	0.0008157174	2
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	26	i	0.0080273778	5
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	27	i	0.0048941747	4
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	28	i	0.0042379622	2
Faircloth_2013-dna_30405_orylat2_chr21_9535218_9535398	"2022-08-13 22:12:28"	29	i	0.0000010000	2
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	1	e	0.0096701462	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	2	e	0.1193841444	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	3	e	0.0113899966	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	4	e	0.0000010000	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	5	e	0.0194254272	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	6	e	0.0000024567	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	7	e	0.0000010000	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	8	e	0.0000010000	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	9	e	0.0530631159	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	10	e	0.0947098329	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	11	e	0.0105099032	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	12	e	0.0643976879	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	13	e	0.0126372828	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	14	e	0.0206511986	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	15	e	0.0322787124	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	16	e	0.0434894052	1
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	17	i	0.0162991106	2
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	18	i	0.0110167724	4
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	19	i	0.1436801062	5
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	20	i	0.0239169796	6
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	21	i	0.0056198412	7
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	22	i	0.0000024794	3
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	23	i	0.0035752946	2
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	24	i	0.0046152252	6
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	25	i	0.0083205186	4
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	26	i	0.0041035301	3
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	27	i	0.0020585088	2
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	28	i	0.0321525912	2
Faircloth_2013-dna_47078_orylat2_chr5_7437057_7437237	"2022-08-13 22:20:50"	29	i	0.0222855042	2
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	1	e	0.0000010000	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	2	e	0.0137918172	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	3	e	0.0282892358	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	4	e	0.0861600162	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	5	e	0.0141672072	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	6	e	0.0000010000	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	7	e	0.0069379736	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	8	e	0.1504467523	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	9	e	0.0022187990	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	10	e	0.0000010000	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	11	e	0.0000010000	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	12	e	0.0000010000	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	13	e	0.0067588865	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	14	e	0.0182772895	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	15	e	0.0286102383	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	16	e	0.0571764526	1
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	17	i	0.0000010000	5
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	18	i	0.0068708630	6
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	19	i	0.0000010000	6
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	20	i	0.0068135058	5
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	21	i	0.0000010000	4
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	22	i	0.0000010000	3
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	23	i	0.0265717221	2
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	24	i	0.0000010000	4
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	25	i	0.0000010000	3
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	26	i	0.0000010000	2
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	27	i	0.0000010000	4
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	28	i	0.0113632686	2
Faircloth_2013-dna_58462_orylat2_chr9_12798183_12798363	"2022-10-10 21:39:41"	29	i	0.0252470402	2
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	1	e	0.0335650975	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	2	e	0.0040140609	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	3	e	0.0193746081	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	4	e	0.0319831337	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	5	e	0.0208492288	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	6	e	0.0205177156	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	7	e	0.0000010000	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	8	e	0.1569711011	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	9	e	0.0000010000	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	10	e	0.0000010000	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	11	e	0.0632199889	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	12	e	0.0037367720	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	13	e	0.0020515681	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	14	e	0.0164122136	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	15	e	0.0158047137	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	16	e	0.0076133380	1
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	17	i	0.0044639606	2
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	18	i	0.0022924912	4
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	19	i	0.0309435394	5
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	20	i	0.0092229290	7
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	21	i	0.0002386329	6
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	22	i	0.0026039004	2
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	23	i	0.0100649828	4
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	24	i	0.0000020593	3
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	25	i	0.0000010000	2
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	26	i	0.0010187430	3
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	27	i	0.0279118519	2
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	28	i	0.0423560697	2
Faircloth_2013-dna_63351_orylat2_scaffold4918_2473_2652	"2022-10-10 21:40:22"	29	i	0.0202700860	2
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	1	e	0.0000010000	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	2	e	0.0000010000	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	3	e	0.1481429907	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	4	e	0.0208712501	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	5	e	0.0571767285	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	6	e	0.0084699709	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	7	e	0.0000010000	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	8	e	0.0256126804	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	9	e	0.0020690351	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	10	e	0.0000010000	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	11	e	0.0359524703	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	12	e	0.0000010000	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	13	e	0.0000010000	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	14	e	0.0066126580	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	15	e	0.0126915766	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	16	e	0.1100480902	1
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	17	i	0.0007829685	5
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	18	i	0.0013696451	7
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	19	i	0.0000010000	6
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	20	i	0.0044992758	5
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	21	i	0.0085047207	3
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	22	i	0.0300454680	2
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	23	i	0.0029381487	2
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	24	i	0.0041319776	4
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	25	i	0.0000010000	3
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	26	i	0.0000010000	2
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	27	i	0.0000022919	4
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	28	i	0.0049516249	3
Faircloth_2013-dna_65187_orylat2_ultracontig182_1747283_1747463	"2022-10-10 21:40:42"	29	i	0.0124781542	2
M35841	"2023-09-01 00:19:17"	1	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	2	e	0.0040289910	1
M35841	"2023-09-01 00:19:17"	3	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	4	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	5	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	6	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	7	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	8	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	9	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	10	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	11	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	12	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	13	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	14	e	0.0043069410	1
M35841	"2023-09-01 00:19:17"	15	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	16	e	0.0000010000	1
M35841	"2023-09-01 00:19:17"	17	i	0.0000010000	2
M35841	"2023-09-01 00:19:17"	18	i	0.0000010000	3
M35841	"2023-09-01 00:19:17"	19	i	0.0000010000	8
M35841	"2023-09-01 00:19:17"	20	i	0.0121682579	7
M35841	"2023-09-01 00:19:17"	21	i	0.0040306275	2
M35841	"2023-09-01 00:19:17"	22	i	0.0000010000	5
M35841	"2023-09-01 00:19:17"	23	i	0.0081119065	4
M35841	"2023-09-01 00:19:17"	24	i	0.0000010000	3
M35841	"2023-09-01 00:19:17"	25	i	0.0000010000	2
M35841	"2023-09-01 00:19:17"	26	i	0.0000010000	5
M35841	"2023-09-01 00:19:17"	27	i	0.0040289915	3
M35841	"2023-09-01 00:19:17"	28	i	0.0000010000	2
M35841	"2023-09-01 00:19:17"	29	i	0.0000010000	2
M12551	"2023-09-12 16:57:24"	1	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	2	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	3	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	4	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	5	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	6	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	7	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	8	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	9	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	10	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	11	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	12	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	13	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	14	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	15	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	16	e	0.0000010000	1
M12551	"2023-09-12 16:57:24"	17	i	0.0000010000	2
M12551	"2023-09-12 16:57:24"	18	i	0.0000010000	5
M12551	"2023-09-12 16:57:24"	19	i	0.0000010000	6
M12551	"2023-09-12 16:57:24"	20	i	0.0000010000	7
M12551	"2023-09-12 16:57:24"	21	i	0.0000010000	4
M12551	"2023-09-12 16:57:24"	22	i	0.0000010000	3
M12551	"2023-09-12 16:57:24"	23	i	0.0000010000	2
M12551	"2023-09-12 16:57:24"	24	i	0.0055147307	5
M12551	"2023-09-12 16:57:24"	25	i	0.0000010000	3
M12551	"2023-09-12 16:57:24"	26	i	0.0000010000	2
M12551	"2023-09-12 16:57:24"	27	i	0.0000010000	2
M12551	"2023-09-12 16:57:24"	28	i	0.0000010000	3
M12551	"2023-09-12 16:57:24"	29	i	0.0000010000	2
M1097	"2023-09-13 14:21:08"	1	e	0.1349955138	1
M1097	"2023-09-13 14:21:08"	2	e	0.0676364169	1
M1097	"2023-09-13 14:21:08"	3	e	0.0071522215	1
M1097	"2023-09-13 14:21:08"	4	e	0.0293593459	1
M1097	"2023-09-13 14:21:08"	5	e	0.0187424527	1
M1097	"2023-09-13 14:21:08"	6	e	0.0053226054	1
M1097	"2023-09-13 14:21:08"	7	e	0.0144810129	1
M1097	"2023-09-13 14:21:08"	8	e	0.0089531967	1
M1097	"2023-09-13 14:21:08"	9	e	0.0035394879	1
M1097	"2023-09-13 14:21:08"	10	e	0.0000010000	1
M1097	"2023-09-13 14:21:08"	11	e	0.0071769991	1
M1097	"2023-09-13 14:21:08"	12	e	0.0017710942	1
M1097	"2023-09-13 14:21:08"	13	e	0.0000010000	1
M1097	"2023-09-13 14:21:08"	14	e	0.0089343056	1
M1097	"2023-09-13 14:21:08"	15	e	0.0017680644	1
M1097	"2023-09-13 14:21:08"	16	e	0.0053518903	1
M1097	"2023-09-13 14:21:08"	17	i	0.1010939233	2
M1097	"2023-09-13 14:21:08"	18	i	0.0289613659	4
M1097	"2023-09-13 14:21:08"	19	i	0.0045331299	7
M1097	"2023-09-13 14:21:08"	20	i	0.0000010000	8
M1097	"2023-09-13 14:21:08"	21	i	0.0035634556	5
M1097	"2023-09-13 14:21:08"	22	i	0.0053582914	4
M1097	"2023-09-13 14:21:08"	23	i	0.0000010000	3
M1097	"2023-09-13 14:21:08"	24	i	0.0035417067	2
M1097	"2023-09-13 14:21:08"	25	i	0.0017596439	3
M1097	"2023-09-13 14:21:08"	26	i	0.0017994858	2
M1097	"2023-09-13 14:21:08"	27	i	0.0080951644	3
M1097	"2023-09-13 14:21:08"	28	i	0.0035690946	2
M1097	"2023-09-13 14:21:08"	29	i	0.0477998139	2
M12561	"2023-09-25 04:23:13"	1	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	2	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	3	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	4	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	5	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	6	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	7	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	8	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	9	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	10	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	11	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	12	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	13	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	14	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	15	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	16	e	0.0000010000	1
M12561	"2023-09-25 04:23:13"	17	i	0.0000010000	2
